date,T2M,RH2M,heat_index_c,heat_index_f,heat_risk_level,heat_risk_color
2025-08-17,26.08,93.43,28.389629064544952,83.10133231618092,Caution,yellow
2025-08-18,25.64,93.61,27.192379530530467,80.94628315495484,Caution,yellow
2025-08-19,25.59,93.58,26.64803333333333,79.96646,Low Risk,green
2025-08-20,25.55,92.0,26.56277777777778,79.813,Low Risk,green
2025-08-21,25.99,90.71,28.03884213219618,82.46991583795312,Caution,yellow
2025-08-22,25.99,89.86,28.007532424567444,82.4135583642214,Caution,yellow
2025-08-23,25.82,89.15,27.564221409308036,81.61559853675446,Caution,yellow
2025-08-24,25.88,88.07,27.678313403914768,81.82096412704658,Caution,yellow
2025-08-25,25.55,90.68,26.528311111111115,79.75096,Low Risk,green
2025-08-26,25.64,91.85,26.65786111111111,79.98415,Low Risk,green
2025-08-27,25.81,92.52,27.62377385193555,81.72279293348399,Caution,yellow
2025-08-28,25.98,92.99,28.09553478653811,82.5719626157686,Caution,yellow
2025-08-29,26.18,91.01,28.550273341127834,83.3904920140301,Caution,yellow
2025-08-30,26.36,91.58,29.070251088804028,84.32645195984725,Caution,yellow
2025-08-31,26.32,91.56,28.958912064205037,84.12604171556907,Caution,yellow
2025-09-01,24.9,94.33,25.908616666666667,78.63551,Low Risk,green
2025-09-02,25.34,93.33,26.366505555555555,79.45971,Low Risk,green
2025-09-03,25.47,92.51,26.48809444444445,79.67857000000001,Low Risk,green
2025-09-04,24.84,94.12,25.837133333333334,78.50684,Low Risk,green
2025-09-05,24.83,94.36,25.832399999999993,78.49831999999999,Low Risk,green
2025-09-06,25.02,93.87,26.028605555555558,78.85149,Low Risk,green
2025-09-07,25.13,92.38,26.11069999999999,78.99925999999998,Low Risk,green
2025-09-08,25.44,90.25,26.396083333333333,79.51295,Low Risk,green
2025-09-09,25.52,87.44,26.410711111111116,79.53928,Low Risk,green
2025-09-10,25.82,84.52,26.66446666666667,79.99604000000001,Low Risk,green
2025-09-11,25.85,84.85,27.516684522162933,81.53003213989328,Caution,yellow
2025-09-12,25.9,86.16,27.666455631617982,81.79962013691237,Caution,yellow
2025-09-13,25.49,89.79,26.439072222222226,79.59033000000001,Low Risk,green
2025-09-14,25.42,93.05,26.447194444444445,79.60495,Low Risk,green
2025-09-15,24.78,96.2,25.825444444444443,78.4858,Low Risk,green
2025-09-16,25.18,93.98,26.207477777777783,79.17346,Low Risk,green
2025-09-17,25.74,90.98,27.40842356740014,81.33516242132025,Caution,yellow
2025-09-18,25.81,90.89,27.583482917898785,81.65026925221781,Caution,yellow
2025-09-19,25.77,91.27,27.490642528556187,81.48315655140114,Caution,yellow
2025-09-20,25.72,90.75,27.35370471504606,81.23666848708291,Caution,yellow
2025-09-21,25.98,90.59,28.00868443366538,82.41563198059768,Caution,yellow
2025-09-22,25.53,92.16,26.54495555555556,79.78092000000001,Low Risk,green
2025-09-23,24.95,92.91,25.926538888888892,78.66777,Low Risk,green
2025-09-24,25.74,86.44,26.626599999999993,79.92787999999999,Low Risk,green
2025-09-25,25.47,87.47,26.356494444444447,79.44169000000001,Low Risk,green
2025-09-26,25.93,86.72,27.753003533492933,81.95540636028728,Caution,yellow
2025-09-27,25.52,92.68,26.547533333333334,79.78556,Low Risk,green
2025-09-28,24.37,96.43,25.38045,77.68481,Low Risk,green
2025-09-29,24.38,91.26,25.25645555555556,77.46162000000001,Low Risk,green
2025-09-30,-999.0,-999.0,-1128.9294444444445,-2000.0729999999999,Low Risk,green
2025-10-01,-999.0,-999.0,-1128.9294444444445,-2000.0729999999999,Low Risk,green
2025-10-02,-999.0,-999.0,-1128.9294444444445,-2000.0729999999999,Low Risk,green
