flood_risk_score
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
32.5
