aod_550nm,no2_column_density,humidity_percent,pm25_estimated,aqi_estimated,aqi_color,soil_moisture,precipitation_mm,ndwi,flood_risk_score,risk_color,is_monsoon_season,data_source_flood,day_of_week,is_weekend,radiance_nw_cm2_sr,activity_color,economic_activity_index,data_source_urban,T2M,RH2M,heat_index_c,heat_index_f,heat_risk_level,heat_risk_color,T2M_power,T2M_MAX,T2M_MIN,RH2M_power,WS10M,PRECTOTCORR,day_of_year,month,is_monsoon,season,environmental_stress_index,air_quality_composite,water_stress_index,urban_environmental_load,aqi_estimated_lag1,aqi_estimated_lag3,flood_risk_score_lag1,flood_risk_score_lag3,aqi_estimated_7day_avg,aqi_estimated_7day_std,flood_risk_score_7day_avg,flood_risk_score_7day_std,environmental_stress_index_7day_avg,environmental_stress_index_7day_std,aqi_risk_level,flood_risk_level
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-1.0004320270889613,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.288192690681949,1.134545428843899,-0.09326553060196184,-0.09326553060196124,-1.2051121337854362,1.2051121337854362,-0.288192690681949,-0.9555912087309809,0.45010139745171907,1.134545428843899,-1.220284359716493,-0.3632475827744017,0.8442476975518323,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,,,,,0.0,,0.0,,-3.552713678800501e-15,,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-0.4993594792747127,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.2818009129992024,1.1729411870224065,-0.07460737351000914,-0.07460737351000828,-1.2051121337854362,1.2051121337854362,-0.2818009129992024,-0.8053938090848298,0.3933758217557221,1.1729411870224065,-1.1675375633837848,-0.3639098401104205,0.8529018688719504,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,,0.0,,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0017130685395358866,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.42242002201960654,1.19747181030312,-0.2956677042747359,-0.295667704274734,-1.2051121337854362,1.2051121337854362,-0.42242002201960654,-0.8539191228166636,0.05032114968945615,1.19747181030312,-0.9213858471644807,-0.3632475827744017,0.8615560401920686,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,,0.0,,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.5027856163537845,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.33613102330254074,1.1340121544247537,-0.16939230941865063,-0.16939230941864972,-1.2051121337854362,1.2051121337854362,-0.33613102330254074,-0.7707328707049483,0.24480883779001614,1.1340121544247537,-1.123581899773195,-0.3612608107663453,0.8702102115121867,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.003858164168033,1.5887405028959791,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.2082954696476287,1.1537433079331527,0.042087215826143054,0.04208721582614409,-1.2051121337854362,1.2051121337854362,-0.2082954696476287,-0.6205354710587972,0.2177966588871611,1.1537433079331527,-0.9653415107750706,-0.3639098401104205,0.8788643828323048,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.5049307119822817,1.5887405028959791,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,0.0026331938829769527,0.9889615124170585,0.33524756100523045,0.3352475610052326,-1.2051121337854362,1.2051121337854362,0.0026331938829769527,-0.3108977548651928,0.18268082631344815,0.9889615124170585,-0.9741326434971889,-0.3639098401104205,0.887518554152423,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-1.5015045749032099,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.09643936019957981,0.9718967310043881,0.1667125707812624,0.1667125707812631,-1.2051121337854362,1.2051121337854362,-0.09643936019957981,-0.5003775513418762,0.23940640200944513,0.9718967310043881,-0.7279809272778843,-0.3639098401104205,0.8961727254725411,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-1.0004320270889613,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.3680899117162693,1.0054930194105827,-0.23853792777554803,-0.2385379277755475,-1.2051121337854362,1.2051121337854362,-0.3680899117162693,-0.6112925541574957,-0.05772756592196682,1.0054930194105827,-0.36754448567104586,-0.3639098401104205,0.9048268967926593,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,-0.4993594792747127,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,-0.31056391257155763,0.9100368983834595,-0.17244498092056773,-0.1724449809205667,-1.2051121337854362,1.2051121337854362,-0.31056391257155763,-0.5003775513418762,-0.1306604489596768,0.9100368983834595,-0.8158922544990646,-0.3639098401104205,0.9134810681127774,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0017130685395358866,-0.6294294116485263,7.105427357601002e-15,0.0,-2.1316282072803006e-14,0.0,0.09531397028278937,0.7020598749165433,0.3512045014128488,0.35120450141285076,-1.2051121337854362,1.2051121337854362,0.09531397028278937,-0.11217504148720799,0.18268082631344815,0.7020598749165433,-0.9653415107750706,-0.3639098401104205,0.9221352394328955,0.9638098988853488,-0.5133214588212665,-0.6144203807975581,-3.552713678800501e-15,0.0,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,,0.0
