environmental_stress_index
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
80.35
